Date,Start_station,End_station,Duration,Bike_ID
10/15/2019,Durango / Centinela,Culver / Charnock,19,378
10/15/2019,Exposition / Culver,Overland / McConnell,10,454
10/17/2019,Vermont / Venice,Charnock / Beatrice,16,275
12/16/2019,Overland / McConnell,Olympic / McConnell,15,391
12/22/2019,Berendo / Beatrice,Runway / Rowena,13,361
10/22/2019,Beatrice / 6th,Playa / Overland,7,282
9/14/2019,Overland / Olympic,Figueroa / Culver,12,280
9/23/2019,Durango / Charnock,Ballona / Ardmore,8,604
10/20/2019,Durango / Centinela,Overland / McConnell,6,436
9/7/2019,Overland / McConnell,Fountain / Durango,7,468
12/26/2019,Charnock / Beatrice,Beatrice / Ballona,16,312
9/3/2019,Westlawn / Vista,Fountain / Durango,6,429
9/6/2019,Plaza / Overland,Beatrice / 6th,18,441
10/24/2019,Runway / Rowena,Berendo / Beatrice,12,356
12/12/2019,Plaza / Overland,Overland / McConnell,12,434
12/3/2019,Playa / Olympic,Vista / Virgil,12,603
10/3/2019,Plaza / Playa,Berendo / Ballona,10,56
10/14/2019,Vista / Virgil,Overland / Olympic,10,338
10/20/2019,Figueroa / Culver,Vermont / Venice,14,361
12/28/2019,Berendo / Beatrice,Sepulveda / Runway,7,536
12/17/2019,Overland / McConnell,Culver / Berendo,11,394
11/17/2019,Rowena / Rodney,Sepulveda / Rowena,6,30
11/9/2019,Playa / Olympic,Figueroa / Durango,910,605
12/8/2019,McConnell / McConnell,Overland / McConnell,9,435
12/22/2019,Overland / McConnell,Durango / Centinela,5,497
9/30/2019,Wilcox / Vista,Vista / Virgil,11,416
10/10/2019,Westlawn / Vista,Vermont / Venice,13,418
12/2/2019,McConnell / McConnell,Runway / Rowena,7,343
12/13/2019,Playa / Olympic,Wilcox / Vista,12,499
12/7/2019,Rose / Rodney,Westlawn / Vista,10,454
11/24/2019,McConnell / Inglewood,Vista / Virgil,8,469
11/30/2019,Vista / Virgil,Ballona / Ardmore,12,433
12/14/2019,Overland / McConnell,Runway / Rowena,14,568
12/17/2019,Exposition / Culver,Sepulveda / Runway,5,270
12/30/2019,Overland / McConnell,Vermont / Venice,13,330
10/14/2019,Beatrice / Ardmore,Berendo / Ballona,7,147
10/8/2019,Wilcox / Vista,Vermont / Venice,3,499
11/27/2019,Beatrice / Ballona,Culver / Berendo,19,272
11/21/2019,Rose / Rodney,Beatrice / Ballona,23,634
9/22/2019,Virgil / Vermont,Ardmore / 6th,6,344
12/21/2019,Exposition / Culver,Vermont / Venice,11,279
11/3/2019,Charnock / Beatrice,Beatrice / 6th,5,606
9/28/2019,Virgil / Vermont,Ballona / Ardmore,9,478
11/21/2019,Exposition / Culver,Overland / Olympic,19,363
9/2/2019,Vista / Virgil,Ballona / Ardmore,5,353
11/25/2019,Charnock / Beatrice,Charnock / Beatrice,31,477
12/23/2019,Runway / Rowena,Overland / Olympic,16,526
10/1/2019,Rowena / Rose,Vermont / Venice,24,202
10/24/2019,Overland / McConnell,Ballona / Ardmore,6,277
10/13/2019,Playa / Olympic,Durango / Centinela,6,621
10/6/2019,Inglewood / Hyperion,Exposition / Durango,24,59
9/22/2019,Fountain / Figueroa,Virgil / Vermont,42,500
9/17/2019,Fountain / Exposition,Hollywood / Figueroa,6,132
11/19/2019,Overland / McConnell,Ardmore / 6th,10,284
12/3/2019,Durango / Centinela,Durango / Centinela,21,621
10/5/2019,Ballona / Ardmore,Virgil / Vermont,10,334
9/24/2019,Hyperion / Hollywood,Ballona / Ardmore,15,482
10/1/2019,Hyperion / Hollywood,Fountain / Figueroa,13,494
12/24/2019,Rowena / Rose,Vermont / Venice,15,428
12/15/2019,Centinela / Berendo,Rose / Plaza,5,26
12/16/2019,Beatrice / 6th,Beatrice / Ballona,6,541
9/30/2019,Playa / Olympic,Exposition / Charnock,318,436
10/13/2019,Wilcox / Vista,Vista / Virgil,14,465
9/18/2019,Hollywood / Fountain,Runway / Rowena,76,623
11/4/2019,Runway / Rose,Runway / Rose,3,223
9/6/2019,Virgil / Vermont,Durango / Centinela,26,334
10/11/2019,Wilcox / Vista,Ballona / Ardmore,15,415
11/10/2019,Overland / Olympic,Overland / Olympic,31,363
10/10/2019,Culver / Centinela,Westlawn / Virgil,4,91
12/20/2019,Rodney / Playa,Culver / Centinela,4,99
10/1/2019,Vista / Virgil,Beatrice / Ballona,14,603
12/5/2019,Culver / Charnock,Culver / Berendo,3,377
12/7/2019,Runway / Rowena,Durango / Centinela,18,535
9/28/2019,Beatrice / Ballona,Virgil / Vermont,14,554
11/20/2019,Rodney / Playa,Westlawn / Virgil,4,116
10/21/2019,Culver / Berendo,Culver / Berendo,96,521
12/6/2019,Overland / Olympic,Charnock / Beatrice,23,495
12/19/2019,Durango / Centinela,Vermont / Venice,9,459
11/10/2019,Sepulveda / Runway,Westlawn / Vista,8,279
12/4/2019,Overland / Olympic,Runway / Rowena,9,363
10/16/2019,Vista / Virgil,Fountain / Durango,6,617
10/24/2019,Ardmore / 6th,Beatrice / Ballona,5,328
9/4/2019,Durango / Centinela,Overland / McConnell,8,535
9/26/2019,Fountain / Figueroa,Durango / Centinela,7,366
9/28/2019,Sepulveda / Rowena,Rowena / Rodney,8,102
11/20/2019,Culver / Berendo,Culver / Berendo,52,385
12/23/2019,Westlawn / Vista,Figueroa / Durango,7,279
10/17/2019,Fountain / Durango,Vista / Virgil,6,410
10/25/2019,Berendo / Ardmore,Westlawn / Virgil,8,106
9/30/2019,Beatrice / Ballona,Westlawn / Vista,13,512
12/12/2019,Westlawn / Vista,Ballona / Ardmore,17,582
10/10/2019,Runway / Rowena,Runway / Rowena,7,363
9/3/2019,Plaza / Overland,Culver / Charnock,12,510
12/26/2019,Rowena / Rose,Hyperion / Hollywood,5,267
11/7/2019,Charnock / Beatrice,Beatrice / 6th,5,477
11/3/2019,McConnell / Inglewood,McConnell / Inglewood,21,358
10/12/2019,Ardmore / 6th,Ardmore / 6th,5,371
10/3/2019,Beatrice / Ballona,Rose / Rodney,20,474
10/29/2019,Ardmore / 6th,Virgil / Vermont,8,371
10/11/2019,McConnell / Inglewood,Overland / Olympic,33,454
12/21/2019,Exposition / Durango,Inglewood / Hyperion,25,59
10/30/2019,Berendo / Ardmore,Ballona / 6th,7,237
11/6/2019,Fountain / Durango,McConnell / Inglewood,18,512
11/20/2019,Virgil / Vermont,Vermont / Venice,11,554
10/13/2019,Plaza / Overland,Vista / Virgil,12,624
10/12/2019,Figueroa / Culver,Ardmore / 6th,12,260
9/10/2019,Runway / Rowena,Exposition / Culver,12,333
9/17/2019,Playa / Olympic,Durango / Centinela,8,439
12/24/2019,Overland / Olympic,Overland / Olympic,44,466
11/26/2019,Berendo / Beatrice,Hollywood / Fountain,15,628
10/22/2019,Overland / McConnell,Hollywood / Fountain,14,443
10/14/2019,Rowena / Rose,McConnell / McConnell,17,558
9/27/2019,Vermont / Venice,Virgil / Vermont,8,507
11/29/2019,Vista / Virgil,Virgil / Vermont,5,624
11/30/2019,Ballona / Ardmore,Overland / McConnell,5,478
9/6/2019,Playa / Olympic,Figueroa / Durango,11,483
10/30/2019,Beatrice / Ballona,Figueroa / Culver,27,636
11/8/2019,Overland / Olympic,Vista / Virgil,12,454
10/24/2019,Sepulveda / Rowena,Rowena / Rodney,7,44
12/21/2019,Virgil / Vermont,Virgil / Vermont,185,601
9/22/2019,Berendo / Beatrice,Overland / McConnell,6,612
10/16/2019,Charnock / Beatrice,Overland / McConnell,14,481
12/11/2019,Overland / Olympic,Culver / Berendo,10,327
9/27/2019,Olympic / McConnell,Overland / McConnell,10,597
9/11/2019,Ballona / Ardmore,Vista / Virgil,6,340
10/20/2019,Overland / Olympic,Charnock / Beatrice,10,631
12/8/2019,Vermont / Venice,Exposition / Culver,9,428
9/17/2019,Hollywood / Fountain,Rowena / Rose,6,596
10/27/2019,Berendo / Beatrice,Overland / McConnell,6,488
9/14/2019,McConnell / McConnell,Hollywood / Fountain,13,581
10/1/2019,Wilcox / Vista,Fountain / Figueroa,5,542
12/20/2019,Wilcox / Vista,Vista / Virgil,12,577
11/9/2019,Vista / Virgil,Fountain / Figueroa,9,599
12/24/2019,Overland / McConnell,McConnell / Inglewood,13,478
10/12/2019,Rowena / Rose,Ardmore / 6th,11,626
10/26/2019,Playa / Overland,Beatrice / 6th,7,292
10/5/2019,Olympic / McConnell,Rowena / Rose,16,569
12/9/2019,Hollywood / Fountain,Rowena / Rose,7,362
10/20/2019,Culver / Charnock,Durango / Charnock,23,574
9/14/2019,Durango / Charnock,Runway / Rowena,8,442
10/4/2019,Overland / McConnell,Runway / Rowena,10,512
12/14/2019,Runway / Rowena,Durango / Centinela,18,311
12/24/2019,Ardmore / 6th,Culver / Berendo,7,430
10/29/2019,McConnell / Inglewood,Inglewood / Hollywood,7,119
11/12/2019,Overland / Olympic,Runway / Rowena,42,532
10/27/2019,Rose / Rodney,Overland / McConnell,12,474
10/20/2019,Culver / Berendo,Hyperion / Hollywood,6,327
10/26/2019,Culver / Charnock,Wilcox / Vista,17,523
9/22/2019,Durango / Centinela,Beatrice / Ballona,10,414
10/4/2019,Wilcox / Vista,Virgil / Vermont,13,590
12/1/2019,Ardmore / 6th,Playa / Olympic,8,547
9/7/2019,Beatrice / Ballona,Runway / Rowena,11,328
12/13/2019,Ballona / Ardmore,Vista / Virgil,7,557
12/30/2019,Vermont / Venice,Figueroa / Durango,7,364
12/1/2019,Figueroa / Durango,Fountain / Figueroa,5,558
9/29/2019,Vista / Virgil,Culver / Berendo,4,454
11/18/2019,Culver / Berendo,Overland / Olympic,12,470
12/4/2019,Beatrice / 6th,Overland / McConnell,11,455
9/23/2019,Overland / McConnell,McConnell / McConnell,8,621
11/4/2019,Figueroa / Durango,Durango / Centinela,16,464
12/1/2019,Berendo / Beatrice,Charnock / Beatrice,12,528
10/5/2019,Overland / Olympic,Overland / Olympic,1676,520
11/1/2019,Wilcox / Vista,Figueroa / Durango,15,523
12/27/2019,Culver / Berendo,Playa / Olympic,10,497
9/7/2019,Overland / McConnell,Overland / McConnell,31,541
11/27/2019,Beatrice / Ballona,Overland / Olympic,13,291
12/7/2019,Playa / Overland,Hollywood / Fountain,12,438
10/15/2019,Playa / Olympic,Fountain / Figueroa,11,487
9/11/2019,Ardmore / 6th,Rowena / Rose,15,538
11/4/2019,Overland / McConnell,Durango / Centinela,7,368
9/2/2019,Culver / Charnock,Overland / Olympic,9,466
9/16/2019,Durango / Centinela,McConnell / McConnell,12,368
12/23/2019,Hollywood / Fountain,Virgil / Vermont,14,424
9/11/2019,Overland / McConnell,Beatrice / Ballona,6,602
11/23/2019,Exposition / Culver,Fountain / Figueroa,16,386
11/17/2019,Hollywood / Fountain,Beatrice / Ballona,13,581
11/15/2019,Ardmore / 6th,Overland / McConnell,6,326
12/20/2019,Playa / Overland,Culver / Berendo,10,352
9/28/2019,Virgil / Vermont,Overland / McConnell,13,289
12/18/2019,Playa / Overland,Culver / Charnock,18,458
10/20/2019,Figueroa / Durango,Durango / Centinela,10,364
11/21/2019,Playa / Overland,Overland / McConnell,34,496
11/8/2019,Rowena / Rodney,Venice / Runway,12,68
12/4/2019,Rowena / Rodney,Venice / Runway,12,44
12/1/2019,Vermont / Venice,Durango / Charnock,10,554
11/28/2019,Westlawn / Vista,Virgil / Vermont,6,514
9/29/2019,Beatrice / 6th,Overland / Olympic,15,494
11/1/2019,Ardmore / 6th,Fountain / Figueroa,12,618
12/14/2019,Plaza / Overland,Durango / Centinela,8,319
10/6/2019,Virgil / Vermont,Overland / McConnell,27,424
11/26/2019,Runway / Rowena,Beatrice / 6th,7,328
9/4/2019,Figueroa / Durango,Ardmore / 6th,10,608
9/11/2019,Exposition / Charnock,Inglewood / Hyperion,9,158
12/26/2019,Figueroa / Durango,Durango / Centinela,11,566
10/12/2019,Virgil / Vermont,Durango / Centinela,19,619
10/5/2019,Durango / Charnock,Figueroa / Culver,5,360
9/20/2019,Durango / Centinela,Fountain / Figueroa,7,273
10/12/2019,Charnock / Beatrice,McConnell / McConnell,6,275
12/10/2019,McConnell / Inglewood,Overland / McConnell,12,478
9/26/2019,Olympic / McConnell,Beatrice / Ballona,6,395
12/12/2019,Beatrice / 6th,Berendo / Beatrice,9,470
12/9/2019,Beatrice / Ballona,Overland / Olympic,20,343
9/13/2019,Figueroa / Durango,Runway / Rowena,10,605
12/18/2019,Olympic / McConnell,Hyperion / Hollywood,9,555
9/11/2019,Fountain / Figueroa,Overland / McConnell,10,618
9/13/2019,Wilcox / Vista,Sepulveda / Runway,10,382
9/9/2019,Fountain / Exposition,Runway / Rose,4,308
10/7/2019,Runway / Rowena,Vista / Virgil,7,442
9/23/2019,Durango / Centinela,Wilcox / Vista,8,529
12/3/2019,McConnell / McConnell,Overland / McConnell,8,434
12/5/2019,Rose / Rodney,Overland / Olympic,19,456
9/29/2019,Overland / McConnell,Sepulveda / Runway,9,457
9/7/2019,Overland / McConnell,Vista / Virgil,10,458
10/7/2019,Overland / McConnell,Vista / Virgil,10,434
10/5/2019,Culver / Centinela,Rowena / Rodney,8,156
11/9/2019,Figueroa / Durango,Overland / McConnell,7,488
11/10/2019,Figueroa / Durango,Hyperion / Hollywood,15,431
9/12/2019,Rowena / Rose,Beatrice / 6th,9,538
9/17/2019,Vermont / Venice,Overland / Olympic,32,582
9/6/2019,Rowena / Rose,Hollywood / Fountain,4,498
12/23/2019,Runway / Rowena,Overland / Olympic,8,277
12/2/2019,Wilcox / Vista,Overland / McConnell,16,465
12/8/2019,Beatrice / Ballona,Overland / McConnell,5,395
12/17/2019,Venice / Runway,Ballona / 6th,5,655
11/9/2019,Charnock / Beatrice,Overland / Olympic,10,438
11/27/2019,Ardmore / 6th,Beatrice / 6th,4,516
10/26/2019,Culver / Berendo,Overland / McConnell,20,426
11/1/2019,Fountain / Durango,Olympic / McConnell,9,446
10/14/2019,Culver / Berendo,Berendo / Beatrice,9,528
11/28/2019,Olympic / McConnell,Durango / Centinela,15,391
12/18/2019,Overland / McConnell,Olympic / McConnell,10,275
12/5/2019,Westlawn / Vista,Wilcox / Vista,14,422
10/28/2019,Culver / Berendo,Hollywood / Fountain,6,281
12/5/2019,Overland / McConnell,Fountain / Durango,7,465
12/10/2019,Overland / McConnell,Culver / Charnock,17,541
12/15/2019,Durango / Centinela,Fountain / Durango,13,284
12/24/2019,Beatrice / Ballona,Sepulveda / Runway,6,334
10/18/2019,Westlawn / Virgil,Rodney / Playa,5,91
9/26/2019,Exposition / Culver,McConnell / McConnell,21,314
9/11/2019,Westlawn / Vista,Culver / Berendo,9,562
10/8/2019,Culver / Berendo,Durango / Charnock,10,572
12/29/2019,Playa / Olympic,Playa / Olympic,19,535
10/10/2019,Wilcox / Vista,Vista / Virgil,12,568
12/2/2019,Playa / Olympic,Vista / Virgil,18,432
10/10/2019,Westlawn / Vista,Rowena / Rose,13,459
10/21/2019,Wilcox / Vista,Ballona / Ardmore,19,607
10/27/2019,Westlawn / Vista,Figueroa / Durango,14,636
11/15/2019,Overland / McConnell,Rose / Rodney,11,567
10/6/2019,Beatrice / Ardmore,Berendo / Ballona,5,56
9/30/2019,Vista / Virgil,Overland / Olympic,14,268
12/8/2019,Playa / Olympic,Durango / Centinela,9,491
11/4/2019,Runway / Rowena,Beatrice / Ballona,10,604
11/22/2019,Charnock / Beatrice,Beatrice / Ballona,10,521
10/24/2019,Culver / Berendo,Overland / McConnell,13,562
10/12/2019,Fountain / Durango,Durango / Charnock,5,326
10/1/2019,Playa / Olympic,Durango / Centinela,5,290
11/6/2019,Fountain / Figueroa,Fountain / Figueroa,2,632
12/20/2019,Overland / McConnell,Vista / Virgil,14,473
12/23/2019,Vista / Virgil,Ardmore / 6th,5,602
12/6/2019,Figueroa / Durango,Durango / Centinela,9,636
11/14/2019,Runway / Rowena,Overland / Olympic,9,278
12/22/2019,Playa / Olympic,Durango / Centinela,5,535
12/1/2019,Beatrice / Ballona,Culver / Berendo,9,272
12/29/2019,Exposition / Culver,Playa / Olympic,11,333
9/29/2019,Hollywood / Fountain,Fountain / Durango,7,527
12/28/2019,Playa / Olympic,Overland / Olympic,27,367
12/8/2019,Overland / McConnell,Runway / Rowena,12,426
11/11/2019,Playa / Overland,Figueroa / Culver,9,381
10/4/2019,Overland / Olympic,Rowena / Rose,21,466
9/17/2019,Overland / McConnell,Durango / Centinela,8,311
12/18/2019,Berendo / Beatrice,Runway / Rowena,28,313
10/1/2019,Berendo / Beatrice,Runway / Rowena,16,478
10/1/2019,McConnell / Inglewood,Beatrice / 6th,7,507
9/17/2019,Vista / Virgil,Rowena / Rose,15,420
9/24/2019,Runway / Rowena,Figueroa / Durango,12,426
9/24/2019,Ardmore / 6th,Beatrice / Ballona,3,604
12/5/2019,Virgil / Vermont,Overland / Olympic,15,354
12/10/2019,Exposition / Charnock,Berendo / Ballona,468,160
10/18/2019,Sepulveda / Runway,Beatrice / Ballona,6,481
12/20/2019,Exposition / Culver,Playa / Overland,89,501
12/9/2019,Overland / Olympic,Runway / Rowena,126,364
10/14/2019,Westlawn / Vista,Virgil / Vermont,6,573
10/22/2019,Vista / Virgil,Plaza / Overland,30,458
10/3/2019,Westlawn / Vista,Beatrice / 6th,7,361
10/23/2019,Fountain / Exposition,Runway / Rose,5,227
9/7/2019,Durango / Charnock,Figueroa / Culver,4,498
9/24/2019,Culver / Berendo,Culver / Berendo,101,385
9/1/2019,Venice / Runway,Ballona / 6th,6,686
11/22/2019,Westlawn / Virgil,Berendo / Ardmore,7,55
9/15/2019,Westlawn / Virgil,Ballona / 6th,5,91
12/18/2019,Charnock / Beatrice,Wilcox / Vista,19,570
12/3/2019,Beatrice / 6th,Westlawn / Vista,11,447
9/22/2019,Durango / Centinela,Overland / McConnell,6,562
12/15/2019,Runway / Rowena,Hyperion / Hollywood,9,499
11/21/2019,Overland / Olympic,Culver / Charnock,338,457
10/18/2019,Runway / Rowena,Rowena / Rose,48,313
9/22/2019,Durango / Centinela,Rose / Rodney,18,488
12/16/2019,Virgil / Vermont,Runway / Rowena,29,287
10/24/2019,Olympic / McConnell,Olympic / McConnell,35,414
9/18/2019,Culver / Charnock,Playa / Overland,23,350
11/12/2019,Figueroa / Durango,Vermont / Venice,8,344
12/13/2019,Berendo / Beatrice,Ballona / Ardmore,9,338
9/20/2019,Hyperion / Hollywood,Hyperion / Hollywood,2,347
10/21/2019,Playa / Overland,Overland / Olympic,21,621
12/13/2019,Playa / Overland,Overland / Olympic,20,441
11/12/2019,Charnock / Beatrice,Beatrice / 6th,6,577
11/23/2019,Playa / Olympic,Westlawn / Vista,18,410
12/18/2019,Overland / Olympic,Hollywood / Fountain,7,513
9/24/2019,Exposition / Charnock,Exposition / Charnock,247,436
12/14/2019,Westlawn / Vista,Ballona / Ardmore,13,569
11/18/2019,Vermont / Venice,Figueroa / Durango,7,392
12/24/2019,Figueroa / Culver,Overland / Olympic,10,611
11/8/2019,Beatrice / Ballona,Rose / Rodney,44,446
12/24/2019,Westlawn / Vista,Playa / Olympic,16,410
11/8/2019,Olympic / McConnell,Overland / Olympic,66,358
12/22/2019,Runway / Rowena,Sepulveda / Runway,10,602
12/24/2019,McConnell / McConnell,Runway / Rowena,9,382
9/24/2019,Hyperion / Hollywood,Figueroa / Culver,4,422
9/20/2019,Fountain / Durango,Durango / Centinela,14,284
9/30/2019,Beatrice / Ballona,Overland / McConnell,89,521
10/1/2019,Fountain / Durango,Ballona / Ardmore,8,503
9/19/2019,Berendo / Beatrice,Durango / Centinela,13,615
9/1/2019,Vista / Virgil,Sepulveda / Runway,48,469
11/20/2019,Rowena / Rodney,Sepulveda / Rowena,13,609
10/12/2019,Playa / Overland,Overland / Olympic,24,501
12/4/2019,Figueroa / Durango,Sepulveda / Runway,8,333
9/18/2019,Fountain / Figueroa,Vista / Virgil,7,493
9/13/2019,Overland / Olympic,Exposition / Culver,36,381
9/18/2019,Playa / Overland,Playa / Olympic,22,575
10/7/2019,Overland / McConnell,Figueroa / Durango,13,474
9/23/2019,Exposition / Culver,Westlawn / Vista,169,611
12/23/2019,Hyperion / Hollywood,Culver / Charnock,11,634
9/23/2019,Exposition / Culver,Westlawn / Vista,164,564
12/11/2019,Playa / Overland,Culver / Charnock,7,516
11/3/2019,Overland / Olympic,Runway / Rowena,11,501
10/14/2019,Overland / Olympic,Runway / Rowena,10,355
10/13/2019,McConnell / McConnell,Beatrice / 6th,5,384
12/30/2019,Fountain / Durango,Fountain / Durango,22,527
12/16/2019,Wilcox / Vista,Virgil / Vermont,9,636
12/23/2019,Inglewood / Hollywood,Inglewood / Hollywood,27,151
9/18/2019,Playa / Overland,Virgil / Vermont,41,292
11/20/2019,Vermont / Venice,Hollywood / Fountain,17,551
11/20/2019,Runway / Rose,Fountain / Exposition,4,227
10/16/2019,Ballona / Ardmore,Overland / McConnell,7,541
9/9/2019,Virgil / Vermont,Charnock / Beatrice,13,380
10/25/2019,Charnock / Beatrice,Overland / McConnell,15,535
9/27/2019,Plaza / Overland,Plaza / Overland,8,587
11/12/2019,Durango / Charnock,Overland / McConnell,18,334
9/10/2019,Sepulveda / Runway,Durango / Centinela,15,333
11/23/2019,Durango / Charnock,Overland / McConnell,14,633
9/23/2019,Durango / Centinela,Runway / Rowena,14,284
12/30/2019,Vista / Virgil,Playa / Olympic,13,553
9/7/2019,Culver / Berendo,Beatrice / Ballona,7,352
11/29/2019,Durango / Centinela,Figueroa / Durango,15,573
11/5/2019,Vista / Virgil,Overland / McConnell,9,273
10/12/2019,Culver / Berendo,Ballona / Ardmore,7,543
9/19/2019,Berendo / Beatrice,Overland / McConnell,6,398
11/1/2019,Ballona / Ardmore,Playa / Olympic,8,311
11/2/2019,Westlawn / Vista,Playa / Olympic,19,459
12/19/2019,Wilcox / Vista,Overland / McConnell,15,631
12/2/2019,Runway / Rowena,Playa / Olympic,17,391
12/6/2019,Vista / Virgil,Rowena / Rose,63,466
10/7/2019,Runway / Rowena,Overland / McConnell,11,287
12/18/2019,Culver / Charnock,Virgil / Vermont,10,603
10/23/2019,Figueroa / Durango,Playa / Olympic,9,470
9/18/2019,Vista / Virgil,Runway / Rowena,5,434
11/6/2019,McConnell / McConnell,Durango / Centinela,169,480
11/5/2019,Runway / Rowena,Virgil / Vermont,23,382
9/23/2019,Overland / Olympic,McConnell / McConnell,22,511
11/11/2019,Overland / McConnell,Rowena / Rose,17,398
12/19/2019,Hyperion / Hollywood,Plaza / Overland,17,442
10/9/2019,Hollywood / Fountain,Durango / Centinela,28,356
12/9/2019,Westlawn / Vista,Charnock / Beatrice,5,447
