Date,Factory,Market,Units
3/4/2012,San Antonio,Australia,151
3/4/2012,San Antonio,Brazil,61
3/4/2012,San Antonio,Canada,188
3/4/2012,San Antonio,China,300
3/4/2012,San Antonio,France,202
3/4/2012,San Antonio,Germany,78
3/4/2012,San Antonio,India,114
3/4/2012,San Antonio,Indonesia,167
3/4/2012,San Antonio,Iran,105
3/4/2012,San Antonio,Italy,146
3/4/2012,San Antonio,Japan,293
3/4/2012,San Antonio,Mexico,123
3/4/2012,San Antonio,Netherlands,41
3/4/2012,San Antonio,Poland,60
3/4/2012,San Antonio,Russia,101
3/4/2012,San Antonio,South Korea,160
3/4/2012,San Antonio,Spain,63
3/4/2012,San Antonio,Taiwan,158
3/4/2012,San Antonio,Turkey,137
3/4/2012,San Antonio,United Kingdom,22
3/4/2012,San Diego,Australia,269
3/4/2012,San Diego,Brazil,84
3/4/2012,San Diego,Canada,84
3/4/2012,San Diego,China,152
3/4/2012,San Diego,France,83
3/4/2012,San Diego,Germany,95
3/4/2012,San Diego,India,265
3/4/2012,San Diego,Indonesia,108
3/4/2012,San Diego,Iran,238
3/4/2012,San Diego,Italy,238
3/4/2012,San Diego,Japan,39
3/4/2012,San Diego,Mexico,264
3/4/2012,San Diego,Netherlands,235
3/4/2012,San Diego,Poland,146
3/4/2012,San Diego,Russia,250
3/4/2012,San Diego,South Korea,31
3/4/2012,San Diego,Spain,45
3/4/2012,San Diego,Taiwan,192
3/4/2012,San Diego,Turkey,119
3/4/2012,San Diego,United Kingdom,256
3/4/2012,San Francisco,Australia,81
3/4/2012,San Francisco,Brazil,43
3/4/2012,San Francisco,Canada,87
3/4/2012,San Francisco,China,239
3/4/2012,San Francisco,France,98
3/4/2012,San Francisco,Germany,297
3/4/2012,San Francisco,India,272
3/4/2012,San Francisco,Indonesia,50
3/4/2012,San Francisco,Iran,206
3/4/2012,San Francisco,Italy,225
3/4/2012,San Francisco,Japan,130
3/4/2012,San Francisco,Mexico,221
3/4/2012,San Francisco,Netherlands,188
3/4/2012,San Francisco,Poland,38
3/4/2012,San Francisco,Russia,149
3/4/2012,San Francisco,South Korea,117
3/4/2012,San Francisco,Spain,231
3/4/2012,San Francisco,Taiwan,273
3/4/2012,San Francisco,Turkey,105
3/4/2012,San Francisco,United Kingdom,238
3/4/2012,San Jose,Australia,83
3/4/2012,San Jose,Brazil,84
3/4/2012,San Jose,Canada,101
3/4/2012,San Jose,China,282
3/4/2012,San Jose,France,117
3/4/2012,San Jose,Germany,205
3/4/2012,San Jose,India,183
3/4/2012,San Jose,Indonesia,77
3/4/2012,San Jose,Iran,278
3/4/2012,San Jose,Italy,126
3/4/2012,San Jose,Japan,228
3/4/2012,San Jose,Mexico,40
3/4/2012,San Jose,Netherlands,118
3/4/2012,San Jose,Poland,132
3/4/2012,San Jose,Russia,297
3/4/2012,San Jose,South Korea,270
3/4/2012,San Jose,Spain,23
3/4/2012,San Jose,Taiwan,105
3/4/2012,San Jose,Turkey,145
3/4/2012,San Jose,United Kingdom,134
3/4/2012,Seattle,Australia,43
3/4/2012,Seattle,Brazil,90
3/4/2012,Seattle,Canada,227
3/4/2012,Seattle,China,185
3/4/2012,Seattle,France,106
3/4/2012,Seattle,Germany,148
3/4/2012,Seattle,India,262
3/4/2012,Seattle,Indonesia,265
3/4/2012,Seattle,Iran,42
3/4/2012,Seattle,Italy,176
3/4/2012,Seattle,Japan,66
3/4/2012,Seattle,Mexico,258
3/4/2012,Seattle,Netherlands,82
3/4/2012,Seattle,Poland,194
3/4/2012,Seattle,Russia,210
3/4/2012,Seattle,South Korea,33
3/4/2012,Seattle,Spain,44
3/4/2012,Seattle,Taiwan,25
3/4/2012,Seattle,Turkey,76
3/4/2012,Seattle,United Kingdom,190
3/4/2012,Washington,Australia,232
3/4/2012,Washington,Brazil,185
3/4/2012,Washington,Canada,208
3/4/2012,Washington,China,80
3/4/2012,Washington,France,43
3/4/2012,Washington,Germany,185
3/4/2012,Washington,India,155
3/4/2012,Washington,Indonesia,104
3/4/2012,Washington,Iran,221
3/4/2012,Washington,Italy,56
3/4/2012,Washington,Japan,153
3/4/2012,Washington,Mexico,91
3/4/2012,Washington,Netherlands,219
3/4/2012,Washington,Poland,210
3/4/2012,Washington,Russia,296
3/4/2012,Washington,South Korea,92
3/4/2012,Washington,Spain,164
3/4/2012,Washington,Taiwan,178
3/4/2012,Washington,Turkey,170
3/4/2012,Washington,United Kingdom,65
3/5/2012,Austin,Australia,77
3/5/2012,Austin,Brazil,262
3/5/2012,Austin,Canada,249
3/5/2012,Austin,China,171
3/5/2012,Austin,France,157
3/5/2012,Austin,Germany,269
3/5/2012,Austin,India,117
3/5/2012,Austin,Indonesia,34
3/5/2012,Austin,Iran,66
3/5/2012,Austin,Italy,40
3/5/2012,Austin,Japan,237
3/5/2012,Austin,Mexico,110
3/5/2012,Austin,Netherlands,127
3/5/2012,Austin,Poland,51
3/5/2012,Austin,Russia,74
3/5/2012,Austin,South Korea,191
3/5/2012,Austin,Spain,275
3/5/2012,Austin,Taiwan,152
3/5/2012,Austin,Turkey,159
3/5/2012,Austin,United Kingdom,80
3/5/2012,Baltimore,Australia,32
3/5/2012,Baltimore,Brazil,23
3/5/2012,Baltimore,Canada,261
3/5/2012,Baltimore,China,247
3/5/2012,Baltimore,France,53
3/5/2012,Baltimore,Germany,165
3/5/2012,Baltimore,India,253
3/5/2012,Baltimore,Indonesia,169
3/5/2012,Baltimore,Iran,173
3/5/2012,Baltimore,Italy,50
3/5/2012,Baltimore,Japan,248
3/5/2012,Baltimore,Mexico,259
3/5/2012,Baltimore,Netherlands,193
3/5/2012,Baltimore,Poland,238
3/5/2012,Baltimore,Russia,87
3/5/2012,Baltimore,South Korea,132
3/5/2012,Baltimore,Spain,178
3/5/2012,Baltimore,Taiwan,39
3/5/2012,Baltimore,Turkey,254
3/5/2012,Baltimore,United Kingdom,245
3/5/2012,Boston,Australia,145
3/5/2012,Boston,Brazil,196
3/5/2012,Boston,Canada,167
3/5/2012,Boston,China,91
3/5/2012,Boston,France,74
3/5/2012,Boston,Germany,260
3/5/2012,Boston,India,246
3/5/2012,Boston,Indonesia,206
3/5/2012,Boston,Iran,215
3/5/2012,Boston,Italy,272
3/5/2012,Boston,Japan,57
3/5/2012,Boston,Mexico,286
3/5/2012,Boston,Netherlands,185
3/5/2012,Boston,Poland,28
3/5/2012,Boston,Russia,171
3/5/2012,Boston,South Korea,137
3/5/2012,Boston,Spain,226
3/5/2012,Boston,Taiwan,200
3/5/2012,Boston,Turkey,99
3/5/2012,Boston,United Kingdom,78
3/5/2012,Charlotte,Australia,98
3/5/2012,Charlotte,Brazil,62
3/5/2012,Charlotte,Canada,93
3/5/2012,Charlotte,China,127
3/5/2012,Charlotte,France,263
3/5/2012,Charlotte,Germany,43
3/5/2012,Charlotte,India,292
3/5/2012,Charlotte,Indonesia,74
3/5/2012,Charlotte,Iran,252
3/5/2012,Charlotte,Italy,134
3/5/2012,Charlotte,Japan,280
3/5/2012,Charlotte,Mexico,129
3/5/2012,Charlotte,Netherlands,278
3/5/2012,Charlotte,Poland,92
3/5/2012,Charlotte,Russia,257
3/5/2012,Charlotte,South Korea,38
3/5/2012,Charlotte,Spain,215
3/5/2012,Charlotte,Taiwan,235
3/5/2012,Charlotte,Turkey,111
3/5/2012,Charlotte,United Kingdom,169
3/5/2012,Chicago,Australia,89
3/5/2012,Chicago,Brazil,254
3/5/2012,Chicago,Canada,213
3/5/2012,Chicago,China,147
3/5/2012,Chicago,France,282
3/5/2012,Chicago,Germany,172
3/5/2012,Chicago,India,98
3/5/2012,Chicago,Indonesia,276
3/5/2012,Chicago,Iran,167
3/5/2012,Chicago,Italy,148
3/5/2012,Chicago,Japan,165
3/5/2012,Chicago,Mexico,98
3/5/2012,Chicago,Netherlands,292
3/5/2012,Chicago,Poland,269
3/5/2012,Chicago,Russia,28
3/5/2012,Chicago,South Korea,94
3/5/2012,Chicago,Spain,83
3/5/2012,Chicago,Taiwan,109
3/5/2012,Chicago,Turkey,294
3/5/2012,Chicago,United Kingdom,107
3/5/2012,Columbus,Australia,209
3/5/2012,Columbus,Brazil,131
3/5/2012,Columbus,Canada,101
3/5/2012,Columbus,China,265
3/5/2012,Columbus,France,72
3/5/2012,Columbus,Germany,41
3/5/2012,Columbus,India,80
3/5/2012,Columbus,Indonesia,162
3/5/2012,Columbus,Iran,224
3/5/2012,Columbus,Italy,214
3/5/2012,Columbus,Japan,44
3/5/2012,Columbus,Mexico,234
3/5/2012,Columbus,Netherlands,149
3/5/2012,Columbus,Poland,65
3/5/2012,Columbus,Russia,69
3/5/2012,Columbus,South Korea,260
3/5/2012,Columbus,Spain,115
3/5/2012,Columbus,Taiwan,157
3/5/2012,Columbus,Turkey,141
3/5/2012,Columbus,United Kingdom,194
3/5/2012,Dallas,Australia,216
3/5/2012,Dallas,Brazil,141
3/5/2012,Dallas,Canada,33
3/5/2012,Dallas,China,238
3/5/2012,Dallas,France,221
3/5/2012,Dallas,Germany,54
3/5/2012,Dallas,India,138
3/5/2012,Dallas,Indonesia,228
3/5/2012,Dallas,Iran,264
3/5/2012,Dallas,Italy,125
3/5/2012,Dallas,Japan,119
3/5/2012,Dallas,Mexico,57
3/5/2012,Dallas,Netherlands,59
3/5/2012,Dallas,Poland,134
3/5/2012,Dallas,Russia,23
3/5/2012,Dallas,South Korea,27
3/5/2012,Dallas,Spain,156
3/5/2012,Dallas,Taiwan,114
3/5/2012,Dallas,Turkey,43
3/5/2012,Dallas,United Kingdom,193
3/5/2012,Denver,Australia,240
3/5/2012,Denver,Brazil,260
3/5/2012,Denver,Canada,288
3/5/2012,Denver,China,149
3/5/2012,Denver,France,42
3/5/2012,Denver,Germany,28
3/5/2012,Denver,India,69
3/5/2012,Denver,Indonesia,123
3/5/2012,Denver,Iran,46
3/5/2012,Denver,Italy,292
3/5/2012,Denver,Japan,207
3/5/2012,Denver,Mexico,271
3/5/2012,Denver,Netherlands,243
3/5/2012,Denver,Poland,37
3/5/2012,Denver,Russia,208
3/5/2012,Denver,South Korea,85
3/5/2012,Denver,Spain,66
3/5/2012,Denver,Taiwan,184
3/5/2012,Denver,Turkey,234
3/5/2012,Denver,United Kingdom,116
3/5/2012,Detroit,Australia,102
3/5/2012,Detroit,Brazil,225
3/5/2012,Detroit,Canada,226
3/5/2012,Detroit,China,204
3/5/2012,Detroit,France,70
3/5/2012,Detroit,Germany,134
3/5/2012,Detroit,India,275
3/5/2012,Detroit,Indonesia,139
3/5/2012,Detroit,Iran,51
3/5/2012,Detroit,Italy,279
3/5/2012,Detroit,Japan,58
3/5/2012,Detroit,Mexico,126
3/5/2012,Detroit,Netherlands,146
3/5/2012,Detroit,Poland,103
3/5/2012,Detroit,Russia,210
3/5/2012,Detroit,South Korea,182
3/5/2012,Detroit,Spain,193
3/5/2012,Detroit,Taiwan,284
3/5/2012,Detroit,Turkey,43
3/5/2012,Detroit,United Kingdom,257
3/5/2012,El Paso,Australia,227
3/5/2012,El Paso,Brazil,44
3/5/2012,El Paso,Canada,183
3/5/2012,El Paso,China,203
3/5/2012,El Paso,France,36
3/5/2012,El Paso,Germany,74
3/5/2012,El Paso,India,101
3/5/2012,El Paso,Indonesia,202
3/5/2012,El Paso,Iran,123
3/5/2012,El Paso,Italy,180
3/5/2012,El Paso,Japan,70
3/5/2012,El Paso,Mexico,196
3/5/2012,El Paso,Netherlands,21
3/5/2012,El Paso,Poland,263
3/5/2012,El Paso,Russia,267
3/5/2012,El Paso,South Korea,299
3/5/2012,El Paso,Spain,225
3/5/2012,El Paso,Taiwan,108
3/5/2012,El Paso,Turkey,20
3/5/2012,El Paso,United Kingdom,103
3/5/2012,Fort Worth,Australia,75
3/5/2012,Fort Worth,Brazil,190
3/5/2012,Fort Worth,Canada,251
3/5/2012,Fort Worth,China,270
3/5/2012,Fort Worth,France,256
3/5/2012,Fort Worth,Germany,179
3/5/2012,Fort Worth,India,57
3/5/2012,Fort Worth,Indonesia,134
3/5/2012,Fort Worth,Iran,244
3/5/2012,Fort Worth,Italy,296
3/5/2012,Fort Worth,Japan,94
3/5/2012,Fort Worth,Mexico,207
3/5/2012,Fort Worth,Netherlands,89
3/5/2012,Fort Worth,Poland,271
3/5/2012,Fort Worth,Russia,75
3/5/2012,Fort Worth,South Korea,267
3/5/2012,Fort Worth,Spain,283
3/5/2012,Fort Worth,Taiwan,143
3/5/2012,Fort Worth,Turkey,96
3/5/2012,Fort Worth,United Kingdom,155
3/5/2012,Houston,Australia,170
3/5/2012,Houston,Brazil,22
3/5/2012,Houston,Canada,212
3/5/2012,Houston,China,108
3/5/2012,Houston,France,96
3/5/2012,Houston,Germany,259
3/5/2012,Houston,India,170
3/5/2012,Houston,Indonesia,133
3/5/2012,Houston,Iran,87
3/5/2012,Houston,Italy,223
3/5/2012,Houston,Japan,281
3/5/2012,Houston,Mexico,141
3/5/2012,Houston,Netherlands,100
3/5/2012,Houston,Poland,296
3/5/2012,Houston,Russia,171
3/5/2012,Houston,South Korea,181
3/5/2012,Houston,Spain,291
3/5/2012,Houston,Taiwan,157
3/5/2012,Houston,Turkey,151
3/5/2012,Houston,United Kingdom,181
3/5/2012,Indianapolis,Australia,292
3/5/2012,Indianapolis,Brazil,214
3/5/2012,Indianapolis,Canada,138
3/5/2012,Indianapolis,China,299
3/5/2012,Indianapolis,France,88
3/5/2012,Indianapolis,Germany,226
3/5/2012,Indianapolis,India,118
3/5/2012,Indianapolis,Indonesia,35
3/5/2012,Indianapolis,Iran,57
3/5/2012,Indianapolis,Italy,189
3/5/2012,Indianapolis,Japan,75
3/5/2012,Indianapolis,Mexico,265
3/5/2012,Indianapolis,Netherlands,42
3/5/2012,Indianapolis,Poland,88
3/5/2012,Indianapolis,Russia,40
3/5/2012,Indianapolis,South Korea,133
3/5/2012,Indianapolis,Spain,249
3/5/2012,Indianapolis,Taiwan,52
3/5/2012,Indianapolis,Turkey,256
3/5/2012,Indianapolis,United Kingdom,128
3/5/2012,Jacksonville,Australia,103
3/5/2012,Jacksonville,Brazil,24
3/5/2012,Jacksonville,Canada,161
3/5/2012,Jacksonville,China,175
3/5/2012,Jacksonville,France,162
3/5/2012,Jacksonville,Germany,123
3/5/2012,Jacksonville,India,123
3/5/2012,Jacksonville,Indonesia,206
3/5/2012,Jacksonville,Iran,95
3/5/2012,Jacksonville,Italy,130
3/5/2012,Jacksonville,Japan,26
3/5/2012,Jacksonville,Mexico,290
3/5/2012,Jacksonville,Netherlands,271
3/5/2012,Jacksonville,Poland,237
3/5/2012,Jacksonville,Russia,229
3/5/2012,Jacksonville,South Korea,140
3/5/2012,Jacksonville,Spain,66
3/5/2012,Jacksonville,Taiwan,86
3/5/2012,Jacksonville,Turkey,209
3/5/2012,Jacksonville,United Kingdom,197
3/5/2012,Las Vegas,Australia,171
3/5/2012,Las Vegas,Brazil,180
3/5/2012,Las Vegas,Canada,211
3/5/2012,Las Vegas,China,56
3/5/2012,Las Vegas,France,248
3/5/2012,Las Vegas,Germany,33
3/5/2012,Las Vegas,India,203
3/5/2012,Las Vegas,Indonesia,32
3/5/2012,Las Vegas,Iran,230
3/5/2012,Las Vegas,Italy,75
3/5/2012,Las Vegas,Japan,223
3/5/2012,Las Vegas,Mexico,29
3/5/2012,Las Vegas,Netherlands,243
3/5/2012,Las Vegas,Poland,206
3/5/2012,Las Vegas,Russia,120
3/5/2012,Las Vegas,South Korea,140
3/5/2012,Las Vegas,Spain,141
3/5/2012,Las Vegas,Taiwan,90
3/5/2012,Las Vegas,Turkey,100
3/5/2012,Las Vegas,United Kingdom,32
3/5/2012,Los Angeles,Australia,279
3/5/2012,Los Angeles,Brazil,89
3/5/2012,Los Angeles,Canada,241
3/5/2012,Los Angeles,China,30
3/5/2012,Los Angeles,France,153
3/5/2012,Los Angeles,Germany,258
3/5/2012,Los Angeles,India,193
3/5/2012,Los Angeles,Indonesia,27
3/5/2012,Los Angeles,Iran,248
3/5/2012,Los Angeles,Italy,114
3/5/2012,Los Angeles,Japan,118
3/5/2012,Los Angeles,Mexico,216
3/5/2012,Los Angeles,Netherlands,61
3/5/2012,Los Angeles,Poland,112
3/5/2012,Los Angeles,Russia,242
3/5/2012,Los Angeles,South Korea,88
3/5/2012,Los Angeles,Spain,154
3/5/2012,Los Angeles,Taiwan,240
3/5/2012,Los Angeles,Turkey,200
3/5/2012,Los Angeles,United Kingdom,144
3/5/2012,Louisville-Jefferson County,Australia,175
3/5/2012,Louisville-Jefferson County,Brazil,182
3/5/2012,Louisville-Jefferson County,Canada,78
3/5/2012,Louisville-Jefferson County,China,87
3/5/2012,Louisville-Jefferson County,France,84
3/5/2012,Louisville-Jefferson County,Germany,101
3/5/2012,Louisville-Jefferson County,India,150
3/5/2012,Louisville-Jefferson County,Indonesia,92
3/5/2012,Louisville-Jefferson County,Iran,213
3/5/2012,Louisville-Jefferson County,Italy,223
3/5/2012,Louisville-Jefferson County,Japan,263
3/5/2012,Louisville-Jefferson County,Mexico,245
3/5/2012,Louisville-Jefferson County,Netherlands,229
3/5/2012,Louisville-Jefferson County,Poland,276
3/5/2012,Louisville-Jefferson County,Russia,36
3/5/2012,Louisville-Jefferson County,South Korea,126
3/5/2012,Louisville-Jefferson County,Spain,84
3/5/2012,Louisville-Jefferson County,Taiwan,116
3/5/2012,Louisville-Jefferson County,Turkey,191
3/5/2012,Louisville-Jefferson County,United Kingdom,238
3/5/2012,Memphis,Australia,168
3/5/2012,Memphis,Brazil,79
3/5/2012,Memphis,Canada,129
3/5/2012,Memphis,China,286
3/5/2012,Memphis,France,118
3/5/2012,Memphis,Germany,266
3/5/2012,Memphis,India,65
3/5/2012,Memphis,Indonesia,217
3/5/2012,Memphis,Iran,33
3/5/2012,Memphis,Italy,82
3/5/2012,Memphis,Japan,118
3/5/2012,Memphis,Mexico,300
3/5/2012,Memphis,Netherlands,186
3/5/2012,Memphis,Poland,230
3/5/2012,Memphis,Russia,186
3/5/2012,Memphis,South Korea,261
3/5/2012,Memphis,Spain,23
3/5/2012,Memphis,Taiwan,274
3/5/2012,Memphis,Turkey,245
3/5/2012,Memphis,United Kingdom,156
3/5/2012,Milwaukee,Australia,267
3/5/2012,Milwaukee,Brazil,40
3/5/2012,Milwaukee,Canada,240
3/5/2012,Milwaukee,China,269
3/5/2012,Milwaukee,France,186
3/5/2012,Milwaukee,Germany,78
3/5/2012,Milwaukee,India,195
3/5/2012,Milwaukee,Indonesia,99
3/5/2012,Milwaukee,Iran,187
3/5/2012,Milwaukee,Italy,155
3/5/2012,Milwaukee,Japan,154
3/5/2012,Milwaukee,Mexico,231
3/5/2012,Milwaukee,Netherlands,151
3/5/2012,Milwaukee,Poland,166
3/5/2012,Milwaukee,Russia,123
3/5/2012,Milwaukee,South Korea,31
3/5/2012,Milwaukee,Spain,251
3/5/2012,Milwaukee,Taiwan,119
3/5/2012,Milwaukee,Turkey,124
3/5/2012,Milwaukee,United Kingdom,43
3/5/2012,Nashville-Davidson,Australia,283
3/5/2012,Nashville-Davidson,Brazil,52
3/5/2012,Nashville-Davidson,Canada,127
3/5/2012,Nashville-Davidson,China,190
3/5/2012,Nashville-Davidson,France,100
3/5/2012,Nashville-Davidson,Germany,130
3/5/2012,Nashville-Davidson,India,207
3/5/2012,Nashville-Davidson,Indonesia,252
3/5/2012,Nashville-Davidson,Iran,176
3/5/2012,Nashville-Davidson,Italy,24
3/5/2012,Nashville-Davidson,Japan,195
3/5/2012,Nashville-Davidson,Mexico,20
3/5/2012,Nashville-Davidson,Netherlands,283
3/5/2012,Nashville-Davidson,Poland,76
3/5/2012,Nashville-Davidson,Russia,234
3/5/2012,Nashville-Davidson,South Korea,290
3/5/2012,Nashville-Davidson,Spain,150
3/5/2012,Nashville-Davidson,Taiwan,116
3/5/2012,Nashville-Davidson,Turkey,298
3/5/2012,Nashville-Davidson,United Kingdom,177
3/5/2012,New York,Australia,269
3/5/2012,New York,Brazil,193
3/5/2012,New York,Canada,204
3/5/2012,New York,China,44
3/5/2012,New York,France,100
3/5/2012,New York,Germany,187
3/5/2012,New York,India,64
3/5/2012,New York,Indonesia,49
3/5/2012,New York,Iran,29
3/5/2012,New York,Italy,300
3/5/2012,New York,Japan,97
3/5/2012,New York,Mexico,60
3/5/2012,New York,Netherlands,273
3/5/2012,New York,Poland,133
3/5/2012,New York,Russia,222
3/5/2012,New York,South Korea,292
3/5/2012,New York,Spain,226
3/5/2012,New York,Taiwan,277
3/5/2012,New York,Turkey,80
3/5/2012,New York,United Kingdom,289
3/5/2012,Philadelphia,Australia,30
3/5/2012,Philadelphia,Brazil,128
3/5/2012,Philadelphia,Canada,115
3/5/2012,Philadelphia,China,210
3/5/2012,Philadelphia,France,292
3/5/2012,Philadelphia,Germany,195
3/5/2012,Philadelphia,India,161
3/5/2012,Philadelphia,Indonesia,34
3/5/2012,Philadelphia,Iran,36
3/5/2012,Philadelphia,Italy,156
3/5/2012,Philadelphia,Japan,44
3/5/2012,Philadelphia,Mexico,150
3/5/2012,Philadelphia,Netherlands,166
3/5/2012,Philadelphia,Poland,81
3/5/2012,Philadelphia,Russia,282
3/5/2012,Philadelphia,South Korea,191
3/5/2012,Philadelphia,Spain,48
3/5/2012,Philadelphia,Taiwan,113
3/5/2012,Philadelphia,Turkey,128
3/5/2012,Philadelphia,United Kingdom,277
3/5/2012,Phoenix,Australia,21
3/5/2012,Phoenix,Brazil,62
3/5/2012,Phoenix,Canada,144
3/5/2012,Phoenix,China,147
3/5/2012,Phoenix,France,55
3/5/2012,Phoenix,Germany,71
3/5/2012,Phoenix,India,50
3/5/2012,Phoenix,Indonesia,217
3/5/2012,Phoenix,Iran,167
3/5/2012,Phoenix,Italy,278
3/5/2012,Phoenix,Japan,234
3/5/2012,Phoenix,Mexico,195
3/5/2012,Phoenix,Netherlands,223
3/5/2012,Phoenix,Poland,195
3/5/2012,Phoenix,Russia,77
3/5/2012,Phoenix,South Korea,141
3/5/2012,Phoenix,Spain,55
3/5/2012,Phoenix,Taiwan,101
3/5/2012,Phoenix,Turkey,225
3/5/2012,Phoenix,United Kingdom,113
3/5/2012,Portland,Australia,119
3/5/2012,Portland,Brazil,20
3/5/2012,Portland,Canada,131
3/5/2012,Portland,China,260
3/5/2012,Portland,France,210
3/5/2012,Portland,Germany,38
3/5/2012,Portland,India,108
3/5/2012,Portland,Indonesia,102
3/5/2012,Portland,Iran,291
3/5/2012,Portland,Italy,57
3/5/2012,Portland,Japan,186
3/5/2012,Portland,Mexico,53
3/5/2012,Portland,Netherlands,41
3/5/2012,Portland,Poland,223
3/5/2012,Portland,Russia,274
3/5/2012,Portland,South Korea,250
3/5/2012,Portland,Spain,45
3/5/2012,Portland,Taiwan,82
3/5/2012,Portland,Turkey,202
3/5/2012,Portland,United Kingdom,240
3/5/2012,San Antonio,Australia,280
3/5/2012,San Antonio,Brazil,123
3/5/2012,San Antonio,Canada,195
3/5/2012,San Antonio,China,280
3/5/2012,San Antonio,France,110
3/5/2012,San Antonio,Germany,299
3/5/2012,San Antonio,India,206
3/5/2012,San Antonio,Indonesia,206
3/5/2012,San Antonio,Iran,213
3/5/2012,San Antonio,Italy,164
3/5/2012,San Antonio,Japan,82
3/5/2012,San Antonio,Mexico,23
3/5/2012,San Antonio,Netherlands,204
3/5/2012,San Antonio,Poland,149
3/5/2012,San Antonio,Russia,24
3/5/2012,San Antonio,South Korea,197
3/5/2012,San Antonio,Spain,240
3/5/2012,San Antonio,Taiwan,202
3/5/2012,San Antonio,Turkey,150
3/5/2012,San Antonio,United Kingdom,113
3/5/2012,San Diego,Australia,221
3/5/2012,San Diego,Brazil,27
3/5/2012,San Diego,Canada,220
3/5/2012,San Diego,China,166
3/5/2012,San Diego,France,129
3/5/2012,San Diego,Germany,185
3/5/2012,San Diego,India,39
3/5/2012,San Diego,Indonesia,128
3/5/2012,San Diego,Iran,294
3/5/2012,San Diego,Italy,269
3/5/2012,San Diego,Japan,270
3/5/2012,San Diego,Mexico,217
3/5/2012,San Diego,Netherlands,127
3/5/2012,San Diego,Poland,91
3/5/2012,San Diego,Russia,59
3/5/2012,San Diego,South Korea,133
3/5/2012,San Diego,Spain,101
3/5/2012,San Diego,Taiwan,261
3/5/2012,San Diego,Turkey,203
3/5/2012,San Diego,United Kingdom,30
3/5/2012,San Francisco,Australia,142
3/5/2012,San Francisco,Brazil,100
3/5/2012,San Francisco,Canada,204
3/5/2012,San Francisco,China,97
3/5/2012,San Francisco,France,206
3/5/2012,San Francisco,Germany,152
3/5/2012,San Francisco,India,129
3/5/2012,San Francisco,Indonesia,122
3/5/2012,San Francisco,Iran,169
3/5/2012,San Francisco,Italy,226
3/5/2012,San Francisco,Japan,147
3/5/2012,San Francisco,Mexico,175
3/5/2012,San Francisco,Netherlands,182
3/5/2012,San Francisco,Poland,204
3/5/2012,San Francisco,Russia,103
3/5/2012,San Francisco,South Korea,261
3/5/2012,San Francisco,Spain,75
3/5/2012,San Francisco,Taiwan,284
3/5/2012,San Francisco,Turkey,142
3/5/2012,San Francisco,United Kingdom,117
3/5/2012,San Jose,Australia,118
3/5/2012,San Jose,Brazil,285
3/5/2012,San Jose,Canada,73
3/5/2012,San Jose,China,203
3/5/2012,San Jose,France,77
3/5/2012,San Jose,Germany,76
3/5/2012,San Jose,India,284
